rattlesnake|crovir-protein-6564	human|NP_000952.1
rattlesnake|crovir-protein-6396	human|NP_060842.3
rattlesnake|crovir-protein-7435	human|NP_004441.1
rattlesnake|crovir-protein-7434	human|XP_005267477.1
rattlesnake|crovir-protein-17410	human|NP_001018121.1
rattlesnake|crovir-protein-7436	human|NP_060845.2
rattlesnake|crovir-protein-7431	human|NP_001034554.1
rattlesnake|crovir-protein-7430	human|XP_005268052.1
rattlesnake|crovir-protein-7433	human|NP_056166.1
rattlesnake|crovir-protein-7432	human|XP_011535090.1
rattlesnake|crovir-protein-9198	human|NP_065073.3
rattlesnake|crovir-protein-12477	human|XP_024304353.1
rattlesnake|crovir-protein-9199	human|NP_071404.2
rattlesnake|crovir-protein-3542	human|NP_689974.2
rattlesnake|crovir-protein-3299	human|NP_001005751.1
rattlesnake|crovir-protein-10080	human|NP_036270.1
rattlesnake|crovir-protein-10468	human|NP_001106175.1
rattlesnake|crovir-protein-10032	human|NP_001269355.1
rattlesnake|crovir-protein-621	human|NP_002568.2
rattlesnake|crovir-protein-622	human|NP_001310552.1
rattlesnake|crovir-protein-623	human|NP_078976.2
rattlesnake|crovir-protein-9538	human|NP_835361.1
rattlesnake|crovir-protein-9539	human|NP_004547.2
rattlesnake|crovir-protein-9536	human|XP_016877788.1
rattlesnake|crovir-protein-9537	human|XP_011512643.1
rattlesnake|crovir-protein-9534	human|NP_056483.3
rattlesnake|crovir-protein-9535	human|NP_001258898.1
rattlesnake|crovir-protein-9532	human|XP_006715102.3
rattlesnake|crovir-protein-9533	human|NP_001345459.1
rattlesnake|crovir-protein-13262	human|NP_001156729.1
rattlesnake|crovir-protein-9531	human|NP_004882.1
rattlesnake|crovir-protein-9190	human|NP_055554.1
rattlesnake|crovir-protein-16942	human|XP_011540770.2
rattlesnake|crovir-protein-626	human|NP_444509.2
rattlesnake|crovir-protein-17412	human|NP_003915.2
rattlesnake|crovir-protein-9191	human|NP_001123645.1
rattlesnake|crovir-protein-627	human|NP_536316.1
rattlesnake|crovir-protein-3544	human|NP_001406.1
rattlesnake|crovir-protein-17439	human|NP_002327.2
rattlesnake|crovir-protein-17438	human|NP_064631.2
rattlesnake|crovir-protein-17437	human|NP_073587.1
rattlesnake|crovir-protein-17436	human|NP_060401.2
rattlesnake|crovir-protein-17435	human|XP_011515216.1
rattlesnake|crovir-protein-17434	human|NP_001978.1
rattlesnake|crovir-protein-17433	human|XP_024304953.1
rattlesnake|crovir-protein-17432	human|NP_006062.1
rattlesnake|crovir-protein-17431	human|NP_006062.1
rattlesnake|crovir-protein-17430	human|NP_006062.1
rattlesnake|crovir-protein-13629	human|NP_037366.1
rattlesnake|crovir-protein-6000	human|NP_001159725.1
rattlesnake|crovir-protein-6218	human|NP_001186512.1
rattlesnake|crovir-protein-6219	human|NP_006694.1
rattlesnake|crovir-protein-6748	human|NP_001106.1
rattlesnake|crovir-protein-6749	human|NP_001106.1
rattlesnake|crovir-protein-6212	human|NP_001136355.1
rattlesnake|crovir-protein-6745	human|NP_001139194.1
rattlesnake|crovir-protein-6746	human|XP_016882323.1
rattlesnake|crovir-protein-6211	human|NP_001179.1
rattlesnake|crovir-protein-6740	human|NP_061943.2
rattlesnake|crovir-protein-6741	human|XP_024307075.1
rattlesnake|crovir-protein-6742	human|NP_078828.2
rattlesnake|crovir-protein-6743	human|NP_006369.3
rattlesnake|crovir-protein-13622	human|NP_055181.3
rattlesnake|crovir-protein-13623	human|XP_016861487.1
rattlesnake|crovir-protein-14900	human|NP_036380.2
rattlesnake|crovir-protein-4587	human|NP_699174.1
rattlesnake|crovir-protein-14906	human|NP_055790.1
rattlesnake|crovir-protein-13627	human|NP_660305.2
rattlesnake|crovir-protein-11850	human|NP_001287848.1
rattlesnake|crovir-protein-13624	human|XP_016861487.1
rattlesnake|crovir-protein-14905	human|NP_055790.1
rattlesnake|crovir-protein-15347	human|NP_001335184.1
rattlesnake|crovir-protein-6986	human|NP_062551.1
rattlesnake|crovir-protein-15345	human|NP_001092692.1
rattlesnake|crovir-protein-15344	human|NP_075052.1
rattlesnake|crovir-protein-15343	human|NP_001026859.1
rattlesnake|crovir-protein-15342	human|NP_079104.3
rattlesnake|crovir-protein-15341	human|XP_011516080.2
rattlesnake|crovir-protein-6456	human|NP_056453.1
rattlesnake|crovir-protein-15349	human|NP_000450.2
rattlesnake|crovir-protein-15348	human|NP_001242983.1
rattlesnake|crovir-protein-6457	human|XP_011527403.1
rattlesnake|crovir-protein-6982	human|NP_001269108.1
rattlesnake|crovir-protein-5989	human|NP_055577.1
rattlesnake|crovir-protein-6451	human|NP_542195.1
rattlesnake|crovir-protein-14160	human|NP_958839.1
rattlesnake|crovir-protein-14161	human|NP_001310829.1
rattlesnake|crovir-protein-14162	human|NP_005954.3
rattlesnake|crovir-protein-14163	human|NP_000248.2
rattlesnake|crovir-protein-14164	human|XP_011522379.1
rattlesnake|crovir-protein-14165	human|NP_001182356.1
rattlesnake|crovir-protein-14166	human|NP_001074930.1
rattlesnake|crovir-protein-14167	human|NP_945193.1
rattlesnake|crovir-protein-14168	human|NP_066953.1
rattlesnake|crovir-protein-14169	human|XP_011523539.2
rattlesnake|crovir-protein-6981	human|NP_660154.3
rattlesnake|crovir-protein-4890	human|NP_937756.1
rattlesnake|crovir-protein-11105	human|NP_001291433.1
rattlesnake|crovir-protein-11104	human|NP_001308066.1
rattlesnake|crovir-protein-8959	human|NP_001188292.1
rattlesnake|crovir-protein-8958	human|NP_001116241.1
rattlesnake|crovir-protein-11101	human|NP_116197.4
rattlesnake|crovir-protein-11103	human|NP_005715.1
rattlesnake|crovir-protein-11102	human|NP_079052.2
rattlesnake|crovir-protein-8953	human|NP_001229721.1
rattlesnake|crovir-protein-8952	human|NP_001009994.1
rattlesnake|crovir-protein-8951	human|XP_011533736.1
rattlesnake|crovir-protein-8950	human|XP_011533736.1
rattlesnake|crovir-protein-8957	human|NP_113657.1
rattlesnake|crovir-protein-7455	human|NP_001074016.1
rattlesnake|crovir-protein-8955	human|XP_016872625.1
rattlesnake|crovir-protein-8954	human|NP_002386.1
rattlesnake|crovir-protein-7106	human|XP_011534817.1
rattlesnake|crovir-protein-3624	human|NP_037501.2
rattlesnake|crovir-protein-7101	human|NP_443192.1
rattlesnake|crovir-protein-11109	human|XP_016877426.1
rattlesnake|crovir-protein-13658	human|NP_001278213.1
rattlesnake|crovir-protein-7100	human|NP_001338525.1
rattlesnake|crovir-protein-7103	human|NP_001305665.1
rattlesnake|crovir-protein-4794	human|NP_002368.1
rattlesnake|crovir-protein-7102	human|NP_115803.1
rattlesnake|crovir-protein-970	human|NP_001138926.1
rattlesnake|crovir-protein-3625	human|XP_011528016.1
rattlesnake|crovir-protein-971	human|XP_016858048.1
rattlesnake|crovir-protein-11108	human|NP_000117.1
rattlesnake|crovir-protein-14018	human|NP_001258875.1
rattlesnake|crovir-protein-972	human|XP_024307194.1
rattlesnake|crovir-protein-16310	human|XP_024306175.1
rattlesnake|crovir-protein-13271	human|NP_115881.3
rattlesnake|crovir-protein-12680	human|NP_001091639.1
rattlesnake|crovir-protein-6387	human|XP_024306413.1
rattlesnake|crovir-protein-974	human|XP_011539830.1
rattlesnake|crovir-protein-975	human|NP_056955.2
rattlesnake|crovir-protein-16456	human|NP_005151.2
rattlesnake|crovir-protein-16457	human|NP_001137324.1
rattlesnake|crovir-protein-16454	human|XP_011528760.1
rattlesnake|crovir-protein-16455	human|NP_001193927.1
rattlesnake|crovir-protein-16452	human|XP_011528760.1
rattlesnake|crovir-protein-12685	human|NP_079045.1
rattlesnake|crovir-protein-11857	human|NP_002328.1
rattlesnake|crovir-protein-16451	human|NP_001138678.1
rattlesnake|crovir-protein-14019	human|XP_024308334.1
rattlesnake|crovir-protein-12684	human|NP_001341766.1
rattlesnake|crovir-protein-16458	human|NP_001013716.2
rattlesnake|crovir-protein-16459	human|NP_001035037.1
rattlesnake|crovir-protein-17007	human|XP_024303079.1
rattlesnake|crovir-protein-2449	human|NP_115593.3
rattlesnake|crovir-protein-2448	human|NP_001129121.1
rattlesnake|crovir-protein-2119	human|XP_005264900.1
rattlesnake|crovir-protein-2118	human|NP_849193.1
rattlesnake|crovir-protein-7849	human|XP_016873727.1
rattlesnake|crovir-protein-2115	human|NP_689747.3
rattlesnake|crovir-protein-2114	human|NP_001308032.1
rattlesnake|crovir-protein-2441	human|NP_001003787.1
rattlesnake|crovir-protein-2440	human|NP_056240.2
rattlesnake|crovir-protein-2111	human|NP_001003793.1
rattlesnake|crovir-protein-2110	human|NP_001020018.1
rattlesnake|crovir-protein-2445	human|NP_001317653.1
rattlesnake|crovir-protein-2112	human|NP_001003793.1
rattlesnake|crovir-protein-4268	human|XP_005265738.1
rattlesnake|crovir-protein-9334	human|NP_003049.2
rattlesnake|crovir-protein-9335	human|NP_000292.1
rattlesnake|crovir-protein-9336	human|NP_671732.3
rattlesnake|crovir-protein-9337	human|NP_002368.1
rattlesnake|crovir-protein-9330	human|NP_000867.2
rattlesnake|crovir-protein-9331	human|NP_054880.2
rattlesnake|crovir-protein-9332	human|XP_016865801.1
rattlesnake|crovir-protein-9333	human|NP_068812.1
rattlesnake|crovir-protein-9338	human|NP_079383.2
rattlesnake|crovir-protein-9339	human|NP_003372.1
rattlesnake|crovir-protein-1147	human|XP_016858110.1
rattlesnake|crovir-protein-1146	human|NP_001265576.1
rattlesnake|crovir-protein-3763	human|XP_024306770.1
rattlesnake|crovir-protein-1144	human|XP_011540533.1
rattlesnake|crovir-protein-5468	human|NP_937983.2
rattlesnake|crovir-protein-5469	human|NP_001265562.1
rattlesnake|crovir-protein-1141	human|NP_055917.1
rattlesnake|crovir-protein-13670	human|NP_003724.1
rattlesnake|crovir-protein-5464	human|NP_001003841.1
rattlesnake|crovir-protein-5465	human|NP_004544.1
rattlesnake|crovir-protein-5466	human|XP_011512434.1
rattlesnake|crovir-protein-5467	human|XP_024301989.1
rattlesnake|crovir-protein-5460	human|NP_001185741.1
rattlesnake|crovir-protein-5461	human|XP_011512243.2
rattlesnake|crovir-protein-1149	human|NP_006507.2
rattlesnake|crovir-protein-5463	human|NP_872438.2
rattlesnake|crovir-protein-11596	human|XP_011521168.1
rattlesnake|crovir-protein-13653	human|XP_011532108.1
rattlesnake|crovir-protein-11849	human|NP_932346.1
rattlesnake|crovir-protein-12841	human|XP_011542717.1
rattlesnake|crovir-protein-4845	human|NP_001180550.1
rattlesnake|crovir-protein-4844	human|XP_011515149.1
rattlesnake|crovir-protein-4847	human|NP_009149.2
rattlesnake|crovir-protein-4841	human|NP_001304818.1
rattlesnake|crovir-protein-4840	human|XP_005251168.1
rattlesnake|crovir-protein-4842	human|NP_002650.1
rattlesnake|crovir-protein-12450	human|XP_016860234.1
rattlesnake|crovir-protein-4849	human|NP_004996.1
rattlesnake|crovir-protein-4848	human|NP_001180550.1
rattlesnake|crovir-protein-3661	human|NP_031367.1
rattlesnake|crovir-protein-13652	human|XP_011532083.1
rattlesnake|crovir-protein-1491	human|XP_016870818.1
rattlesnake|crovir-protein-1362	human|NP_037498.1
rattlesnake|crovir-protein-1361	human|NP_112587.2
rattlesnake|crovir-protein-1360	human|XP_005266130.1
rattlesnake|crovir-protein-1367	human|NP_001137498.1
rattlesnake|crovir-protein-1494	human|NP_031370.2
rattlesnake|crovir-protein-1365	human|NP_001003945.1
rattlesnake|crovir-protein-1496	human|XP_011517396.1
rattlesnake|crovir-protein-1499	human|NP_005285.1
rattlesnake|crovir-protein-1498	human|NP_000168.1
rattlesnake|crovir-protein-1369	human|XP_005251749.1
rattlesnake|crovir-protein-1368	human|NP_652759.3
rattlesnake|crovir-protein-17299	human|NP_006396.2
rattlesnake|crovir-protein-16067	human|NP_001310481.1
rattlesnake|crovir-protein-16066	human|NP_001073911.1
rattlesnake|crovir-protein-16065	human|NP_689940.3
rattlesnake|crovir-protein-16064	human|XP_005272372.1
rattlesnake|crovir-protein-16063	human|NP_115582.4
rattlesnake|crovir-protein-11846	human|NP_055134.2
rattlesnake|crovir-protein-16061	human|NP_003782.1
rattlesnake|crovir-protein-16060	human|NP_113651.4
rattlesnake|crovir-protein-11847	human|NP_009122.2
rattlesnake|crovir-protein-16425	human|NP_550433.1
rattlesnake|crovir-protein-16069	human|NP_003877.2
rattlesnake|crovir-protein-16068	human|NP_171608.2
rattlesnake|crovir-protein-4517	human|NP_001244967.1
rattlesnake|crovir-protein-4516	human|NP_005116.1
rattlesnake|crovir-protein-4515	human|XP_006722277.1
rattlesnake|crovir-protein-4514	human|XP_016863314.1
rattlesnake|crovir-protein-4513	human|NP_055220.1
rattlesnake|crovir-protein-4512	human|NP_000718.1
rattlesnake|crovir-protein-4511	human|NP_065070.1
rattlesnake|crovir-protein-4510	human|NP_001278232.1
rattlesnake|crovir-protein-16423	human|NP_002964.3
rattlesnake|crovir-protein-16511	human|XP_011523634.1
rattlesnake|crovir-protein-4519	human|NP_001997.5
rattlesnake|crovir-protein-16422	human|NP_002964.3
rattlesnake|crovir-protein-11480	human|NP_004521.1
rattlesnake|crovir-protein-11481	human|NP_001165975.1
rattlesnake|crovir-protein-11482	human|NP_115706.1
rattlesnake|crovir-protein-11483	human|NP_001128360.1
rattlesnake|crovir-protein-11484	human|XP_005267567.1
rattlesnake|crovir-protein-11485	human|XP_011538278.1
rattlesnake|crovir-protein-11486	human|NP_003745.1
rattlesnake|crovir-protein-11487	human|NP_066018.1
rattlesnake|crovir-protein-11488	human|XP_005256149.1
rattlesnake|crovir-protein-3664	human|NP_005508.1
rattlesnake|crovir-protein-16420	human|XP_005254001.1
rattlesnake|crovir-protein-13657	human|XP_006716181.1
rattlesnake|crovir-protein-940	human|NP_001317377.1
rattlesnake|crovir-protein-13677	human|XP_024309267.1
rattlesnake|crovir-protein-694	human|XP_011524698.1
rattlesnake|crovir-protein-697	human|XP_005259389.1
rattlesnake|crovir-protein-691	human|NP_001289617.1
rattlesnake|crovir-protein-690	human|XP_006723222.1
rattlesnake|crovir-protein-693	human|NP_001307994.1
rattlesnake|crovir-protein-692	human|NP_001122388.1
rattlesnake|crovir-protein-11387	human|NP_001135452.1
rattlesnake|crovir-protein-699	human|NP_006414.2
rattlesnake|crovir-protein-698	human|XP_011525500.2
rattlesnake|crovir-protein-12619	human|NP_001245218.1
rattlesnake|crovir-protein-17228	human|NP_036367.2
rattlesnake|crovir-protein-17229	human|NP_056281.1
rattlesnake|crovir-protein-8179	human|NP_002401.1
rattlesnake|crovir-protein-15600	human|XP_005272105.1
rattlesnake|crovir-protein-13003	human|NP_055726.3
rattlesnake|crovir-protein-17222	human|NP_542189.1
rattlesnake|crovir-protein-17223	human|NP_001028733.1
rattlesnake|crovir-protein-8177	human|NP_001171488.1
rattlesnake|crovir-protein-12613	human|NP_000440.1
rattlesnake|crovir-protein-12614	human|NP_003559.2
rattlesnake|crovir-protein-12615	human|NP_001077432.1
rattlesnake|crovir-protein-8173	human|NP_612144.1
rattlesnake|crovir-protein-12617	human|XP_006711547.2
rattlesnake|crovir-protein-6911	human|NP_060609.2
rattlesnake|crovir-protein-6913	human|NP_004704.2
rattlesnake|crovir-protein-13001	human|XP_016859290.1
rattlesnake|crovir-protein-6915	human|XP_016876863.1
rattlesnake|crovir-protein-1941	human|NP_004117.1
rattlesnake|crovir-protein-6917	human|XP_011534821.1
rattlesnake|crovir-protein-6916	human|XP_005268117.1
rattlesnake|crovir-protein-11386	human|NP_001141.2
rattlesnake|crovir-protein-6918	human|XP_011534821.1
rattlesnake|crovir-protein-6675	human|NP_001994.2
rattlesnake|crovir-protein-5045	human|NP_057111.1
rattlesnake|crovir-protein-14052	human|NP_057229.1
rattlesnake|crovir-protein-14053	human|NP_060624.1
rattlesnake|crovir-protein-3628	human|XP_011527745.2
rattlesnake|crovir-protein-2873	human|NP_001129277.1
rattlesnake|crovir-protein-15505	human|NP_714542.1
rattlesnake|crovir-protein-16722	human|XP_024306917.1
rattlesnake|crovir-protein-13654	human|NP_001230854.1
rattlesnake|crovir-protein-6679	human|NP_060284.1
rattlesnake|crovir-protein-9036	human|XP_016866409.1
rattlesnake|crovir-protein-2871	human|XP_005258757.1
rattlesnake|crovir-protein-9043	human|NP_115570.1
rattlesnake|crovir-protein-8012	human|NP_001020029.1
rattlesnake|crovir-protein-8013	human|NP_112192.2
rattlesnake|crovir-protein-8010	human|NP_001295083.1
rattlesnake|crovir-protein-8011	human|NP_002074.2
rattlesnake|crovir-protein-8016	human|NP_002019.1
rattlesnake|crovir-protein-8017	human|XP_011534929.1
rattlesnake|crovir-protein-8014	human|NP_002373.3
rattlesnake|crovir-protein-8637	human|NP_001161829.1
rattlesnake|crovir-protein-17086	human|NP_005808.3
rattlesnake|crovir-protein-17087	human|NP_001127788.1
rattlesnake|crovir-protein-8018	human|NP_000569.3
rattlesnake|crovir-protein-8019	human|NP_001307794.1
rattlesnake|crovir-protein-17082	human|NP_001193409.1
rattlesnake|crovir-protein-17083	human|NP_001073879.2
rattlesnake|crovir-protein-17080	human|XP_016858111.1
rattlesnake|crovir-protein-17081	human|NP_714924.1
rattlesnake|crovir-protein-11384	human|NP_612432.2
rattlesnake|crovir-protein-16939	human|NP_004949.1
rattlesnake|crovir-protein-16938	human|XP_005245867.1
rattlesnake|crovir-protein-12072	human|NP_001305068.1
rattlesnake|crovir-protein-17018	human|XP_011526494.1
rattlesnake|crovir-protein-16931	human|XP_016857028.1
rattlesnake|crovir-protein-16933	human|NP_055889.2
rattlesnake|crovir-protein-16932	human|NP_004392.1
rattlesnake|crovir-protein-16935	human|NP_031401.1
rattlesnake|crovir-protein-16934	human|NP_006603.2
rattlesnake|crovir-protein-16937	human|NP_065831.1
rattlesnake|crovir-protein-16936	human|NP_037451.1
rattlesnake|crovir-protein-9954	human|XP_011514579.1
rattlesnake|crovir-protein-10199	human|NP_001012991.1
rattlesnake|crovir-protein-10191	human|XP_005270185.1
rattlesnake|crovir-protein-10190	human|NP_001087239.2
rattlesnake|crovir-protein-10193	human|NP_001269791.1
rattlesnake|crovir-protein-10192	human|NP_003010.4
rattlesnake|crovir-protein-10195	human|NP_061060.3
rattlesnake|crovir-protein-10196	human|NP_783165.1
rattlesnake|crovir-protein-15636	human|NP_055454.1
rattlesnake|crovir-protein-6186	human|XP_016865918.1
rattlesnake|crovir-protein-14759	human|XP_024308225.1
rattlesnake|crovir-protein-14758	human|XP_011544244.2
rattlesnake|crovir-protein-13672	human|XP_006713042.1
rattlesnake|crovir-protein-6187	human|NP_001230115.1
rattlesnake|crovir-protein-14753	human|NP_000834.2
rattlesnake|crovir-protein-14752	human|NP_001334146.1
rattlesnake|crovir-protein-14751	human|XP_011528471.1
rattlesnake|crovir-protein-14750	human|XP_016885275.1
rattlesnake|crovir-protein-14757	human|NP_006252.3
rattlesnake|crovir-protein-14756	human|NP_001287758.1
rattlesnake|crovir-protein-14755	human|NP_001287758.1
rattlesnake|crovir-protein-14754	human|NP_006570.1
rattlesnake|crovir-protein-9947	human|NP_001531.1
rattlesnake|crovir-protein-9498	human|NP_001092742.1
rattlesnake|crovir-protein-9945	human|NP_055293.1
rattlesnake|crovir-protein-6185	human|NP_060242.2
rattlesnake|crovir-protein-9943	human|NP_001273990.1
rattlesnake|crovir-protein-9942	human|NP_037520.1
rattlesnake|crovir-protein-9941	human|NP_908973.1
rattlesnake|crovir-protein-9940	human|NP_006249.1
rattlesnake|crovir-protein-9491	human|NP_001129123.1
rattlesnake|crovir-protein-12535	human|XP_011546429.1
rattlesnake|crovir-protein-9493	human|NP_001027549.1
rattlesnake|crovir-protein-9492	human|XP_011531375.1
rattlesnake|crovir-protein-9495	human|XP_011530915.1
rattlesnake|crovir-protein-9494	human|NP_001124506.1
rattlesnake|crovir-protein-9949	human|XP_011512001.1
rattlesnake|crovir-protein-9948	human|NP_001278760.1
rattlesnake|crovir-protein-7350	human|XP_005254300.1
rattlesnake|crovir-protein-7351	human|NP_001122080.1
rattlesnake|crovir-protein-7352	human|NP_009167.1
rattlesnake|crovir-protein-7353	human|NP_055953.3
rattlesnake|crovir-protein-7354	human|XP_006720622.1
rattlesnake|crovir-protein-7355	human|NP_002060.4
rattlesnake|crovir-protein-7356	human|NP_057097.2
rattlesnake|crovir-protein-7357	human|NP_060023.1
rattlesnake|crovir-protein-7358	human|NP_001273370.1
rattlesnake|crovir-protein-7359	human|NP_009211.1
rattlesnake|crovir-protein-17016	human|XP_011526950.1
rattlesnake|crovir-protein-14281	human|NP_001035887.1
rattlesnake|crovir-protein-14280	human|XP_005256393.1
rattlesnake|crovir-protein-14283	human|XP_005257825.1
rattlesnake|crovir-protein-1548	human|NP_057258.3
rattlesnake|crovir-protein-14285	human|NP_683694.1
rattlesnake|crovir-protein-14284	human|NP_002350.1
rattlesnake|crovir-protein-14287	human|NP_001007534.1
rattlesnake|crovir-protein-10448	human|NP_004152.1
rattlesnake|crovir-protein-10447	human|XP_011512974.1
rattlesnake|crovir-protein-10446	human|NP_001005386.1
rattlesnake|crovir-protein-10445	human|NP_861449.2
rattlesnake|crovir-protein-10444	human|NP_060587.8
rattlesnake|crovir-protein-10443	human|XP_006717771.1
rattlesnake|crovir-protein-10441	human|NP_001305118.1
rattlesnake|crovir-protein-10440	human|XP_011538319.1
rattlesnake|crovir-protein-3637	human|NP_543136.1
rattlesnake|crovir-protein-3188	human|XP_016871100.1
rattlesnake|crovir-protein-3635	human|NP_001307575.1
rattlesnake|crovir-protein-3634	human|XP_016883698.1
rattlesnake|crovir-protein-3633	human|NP_775490.2
rattlesnake|crovir-protein-3632	human|XP_016883698.1
rattlesnake|crovir-protein-14579	human|NP_003508.1
rattlesnake|crovir-protein-14578	human|NP_003508.1
rattlesnake|crovir-protein-14577	human|NP_778235.1
rattlesnake|crovir-protein-14576	human|XP_016855823.1
rattlesnake|crovir-protein-14575	human|NP_001029249.1
rattlesnake|crovir-protein-14574	human|NP_003519.1
rattlesnake|crovir-protein-14573	human|NP_003519.1
rattlesnake|crovir-protein-14572	human|NP_056540.2
rattlesnake|crovir-protein-14571	human|XP_011536054.1
rattlesnake|crovir-protein-13250	human|NP_006501.1
rattlesnake|crovir-protein-16660	human|NP_031397.1
rattlesnake|crovir-protein-16663	human|NP_000084.3
rattlesnake|crovir-protein-16662	human|NP_001269540.1
rattlesnake|crovir-protein-15488	human|NP_000498.2
rattlesnake|crovir-protein-16664	human|NP_000084.3
rattlesnake|crovir-protein-16666	human|NP_036457.1
rattlesnake|crovir-protein-15484	human|NP_689786.2
rattlesnake|crovir-protein-16668	human|NP_001137439.1
rattlesnake|crovir-protein-15486	human|NP_001275658.1
rattlesnake|crovir-protein-15487	human|NP_001244900.1
rattlesnake|crovir-protein-15480	human|NP_079487.2
rattlesnake|crovir-protein-15481	human|XP_011517150.1
rattlesnake|crovir-protein-15482	human|NP_002131.2
rattlesnake|crovir-protein-15483	human|NP_038466.2
rattlesnake|crovir-protein-2322	human|NP_006799.1
rattlesnake|crovir-protein-2323	human|NP_060216.2
rattlesnake|crovir-protein-2320	human|NP_055643.1
rattlesnake|crovir-protein-2321	human|NP_149078.1
rattlesnake|crovir-protein-2326	human|NP_055240.2
rattlesnake|crovir-protein-2327	human|NP_060216.2
rattlesnake|crovir-protein-13113	human|XP_005271760.1
rattlesnake|crovir-protein-2325	human|NP_055240.2
rattlesnake|crovir-protein-2328	human|NP_066934.1
rattlesnake|crovir-protein-2329	human|NP_066934.1
rattlesnake|crovir-protein-2644	human|NP_001124390.1
rattlesnake|crovir-protein-15090	human|NP_006690.1
rattlesnake|crovir-protein-3453	human|NP_063939.2
rattlesnake|crovir-protein-3980	human|NP_001035879.1
rattlesnake|crovir-protein-3983	human|XP_011533426.1
rattlesnake|crovir-protein-3450	human|NP_004658.3
rattlesnake|crovir-protein-3985	human|NP_065860.2
rattlesnake|crovir-protein-3456	human|NP_001341301.1
rattlesnake|crovir-protein-3987	human|XP_011533454.1
rattlesnake|crovir-protein-3454	human|NP_001008860.1
rattlesnake|crovir-protein-3989	human|XP_005271772.1
rattlesnake|crovir-protein-3988	human|NP_001247421.1
rattlesnake|crovir-protein-3459	human|NP_001070913.1
rattlesnake|crovir-protein-3458	human|NP_004674.1
rattlesnake|crovir-protein-14130	human|NP_001294.2
rattlesnake|crovir-protein-16597	human|NP_056142.2
rattlesnake|crovir-protein-3008	human|NP_004152.1
rattlesnake|crovir-protein-492	human|NP_002728.1
rattlesnake|crovir-protein-16593	human|NP_004918.1
rattlesnake|crovir-protein-16592	human|NP_037438.2
rattlesnake|crovir-protein-16591	human|NP_001333374.1
rattlesnake|crovir-protein-8066	human|NP_005991.1
rattlesnake|crovir-protein-4438	human|NP_001336727.1
rattlesnake|crovir-protein-11349	human|NP_056381.1
rattlesnake|crovir-protein-16599	human|NP_001098024.1
rattlesnake|crovir-protein-3746	human|NP_001307531.1
rattlesnake|crovir-protein-10508	human|NP_001307520.1
rattlesnake|crovir-protein-11348	human|XP_016877625.1
rattlesnake|crovir-protein-6009	human|NP_060518.1
rattlesnake|crovir-protein-6008	human|XP_005271230.1
rattlesnake|crovir-protein-10502	human|NP_055271.2
rattlesnake|crovir-protein-10503	human|NP_004410.3
rattlesnake|crovir-protein-6005	human|NP_001035878.1
rattlesnake|crovir-protein-6004	human|NP_000783.2
rattlesnake|crovir-protein-10506	human|NP_005862.1
rattlesnake|crovir-protein-6002	human|NP_001243338.1
rattlesnake|crovir-protein-10504	human|NP_001127835.2
rattlesnake|crovir-protein-10505	human|NP_005436.1
rattlesnake|crovir-protein-11710	human|NP_001001852.2
rattlesnake|crovir-protein-11711	human|NP_000535.3
rattlesnake|crovir-protein-2584	human|XP_024306608.1
rattlesnake|crovir-protein-2857	human|NP_699160.2
rattlesnake|crovir-protein-2582	human|NP_001091896.1
rattlesnake|crovir-protein-2851	human|NP_877499.1
rattlesnake|crovir-protein-2580	human|NP_689562.1
rattlesnake|crovir-protein-11717	human|XP_024307940.1
rattlesnake|crovir-protein-11718	human|NP_055981.1
rattlesnake|crovir-protein-11719	human|XP_016884287.1
rattlesnake|crovir-protein-2858	human|NP_848544.1
rattlesnake|crovir-protein-2859	human|NP_203524.1
rattlesnake|crovir-protein-2588	human|XP_005248862.1
rattlesnake|crovir-protein-15152	human|NP_001180437.1
rattlesnake|crovir-protein-15153	human|NP_037384.1
rattlesnake|crovir-protein-15150	human|NP_056344.2
rattlesnake|crovir-protein-15623	human|NP_005566.2
rattlesnake|crovir-protein-15156	human|XP_016869056.1
rattlesnake|crovir-protein-15157	human|XP_011514713.1
rattlesnake|crovir-protein-15154	human|NP_001138932.1
rattlesnake|crovir-protein-15627	human|NP_115666.2
rattlesnake|crovir-protein-15629	human|NP_114431.2
rattlesnake|crovir-protein-15158	human|NP_001296122.1
rattlesnake|crovir-protein-15159	human|XP_011528471.1
rattlesnake|crovir-protein-11341	human|NP_001121361.1
rattlesnake|crovir-protein-5671	human|NP_064714.2
rattlesnake|crovir-protein-5121	human|XP_011515885.1
rattlesnake|crovir-protein-5673	human|XP_016856829.1
rattlesnake|crovir-protein-3003	human|NP_001002018.1
rattlesnake|crovir-protein-5675	human|NP_009143.1
rattlesnake|crovir-protein-5674	human|NP_066988.1
rattlesnake|crovir-protein-5677	human|XP_011507442.1
rattlesnake|crovir-protein-5120	human|NP_008835.5
rattlesnake|crovir-protein-5679	human|XP_011507381.1
rattlesnake|crovir-protein-5678	human|NP_112196.3
rattlesnake|crovir-protein-9369	human|XP_016856452.1
rattlesnake|crovir-protein-11346	human|NP_899232.2
rattlesnake|crovir-protein-5122	human|NP_001278.1
rattlesnake|crovir-protein-11345	human|NP_003873.1
rattlesnake|crovir-protein-5125	human|XP_016881064.1
rattlesnake|crovir-protein-3007	human|NP_001334633.1
rattlesnake|crovir-protein-2837	human|NP_612423.1
