"Crovir_ID","Crovir_ProtID","HumanID"
"crovir-transcript-11384","crovir-protein-11384","NP_612432.2"
"crovir-transcript-11393","crovir-protein-11393","NP_057480.2"
"crovir-transcript-11383","crovir-protein-11383","NP_057480.2"
"crovir-transcript-11406","crovir-protein-11406","NP_079413.3"
"crovir-transcript-11408","crovir-protein-11408","NP_079413.3"
"crovir-transcript-11415","crovir-protein-11415","NP_115607.1"
"crovir-transcript-11404","crovir-protein-11404","XP_005254194.1"
"crovir-transcript-1","crovir-protein-1","NP_004420.1"
"crovir-transcript-2","crovir-protein-2","NP_056475.1"
"crovir-transcript-7","crovir-protein-7","NP_001229239.1"
"crovir-transcript-3","crovir-protein-3","NP_776195.2"
"crovir-transcript-6","crovir-protein-6","XP_005262371.1"
"crovir-transcript-5","crovir-protein-5","NP_000282.1"
"crovir-transcript-4","crovir-protein-4","NP_001106962.1"
"crovir-transcript-14","crovir-protein-14","NP_000043.4"
"crovir-transcript-15","crovir-protein-15","NP_000043.4"
"crovir-transcript-11","crovir-protein-11","NP_000480.3"
"crovir-transcript-12","crovir-protein-12","NP_000480.3"
"crovir-transcript-10","crovir-protein-10","NP_000480.3"
"crovir-transcript-13","crovir-protein-13","NP_003859.1"
"crovir-transcript-9","crovir-protein-9","NP_000035.2"
"crovir-transcript-16","crovir-protein-16","NP_000035.2"
"crovir-transcript-17","crovir-protein-17","NP_002538.1"
"crovir-transcript-21","crovir-protein-21","NP_001091949.1"
"crovir-transcript-20","crovir-protein-20","NP_002108.4"
"crovir-transcript-24","crovir-protein-24","NP_631875.1"
"crovir-transcript-23","crovir-protein-23","NP_149017.2"
"crovir-transcript-18","crovir-protein-18","XP_011529261.1"
"crovir-transcript-19","crovir-protein-19","NP_065860.2"
"crovir-transcript-28","crovir-protein-28","NP_009199.1"
"crovir-transcript-27","crovir-protein-27","NP_004497.1"
"crovir-transcript-25","crovir-protein-25","NP_620074.3"
"crovir-transcript-26","crovir-protein-26","NP_056501.2"
"crovir-transcript-29","crovir-protein-29","NP_001008537.1"
"crovir-transcript-30","crovir-protein-30","NP_057204.2"
"crovir-transcript-31","crovir-protein-31","NP_004290.2"
"crovir-transcript-33","crovir-protein-33","NP_996563.1"
"crovir-transcript-35","crovir-protein-35","NP_001274.1"
"crovir-transcript-38","crovir-protein-38","NP_000593.1"
"crovir-transcript-40","crovir-protein-40","NP_000593.1"
"crovir-transcript-36","crovir-protein-36","NP_112223.1"
"crovir-transcript-37","crovir-protein-37","NP_073743.2"
"crovir-transcript-34","crovir-protein-34","NP_699202.1"
"crovir-transcript-42","crovir-protein-42",NA
"crovir-transcript-41","crovir-protein-41","NP_036242.1"
"crovir-transcript-39","crovir-protein-39","NP_002010.2"
"crovir-transcript-43","crovir-protein-43","NP_002010.2"
"crovir-transcript-46","crovir-protein-46","NP_001340852.1"
"crovir-transcript-51","crovir-protein-51","NP_001007091.1"
"crovir-transcript-47","crovir-protein-47","NP_001010888.3"
"crovir-transcript-52","crovir-protein-52","NP_112483.1"
"crovir-transcript-53","crovir-protein-53","NP_112483.1"
"crovir-transcript-50","crovir-protein-50","XP_006724511.2"
"crovir-transcript-59","crovir-protein-59","NP_001121640.1"
"crovir-transcript-62","crovir-protein-62","XP_011543527.1"
"crovir-transcript-64","crovir-protein-64","XP_011543527.1"
"crovir-transcript-61","crovir-protein-61","NP_000546.2"
"crovir-transcript-57","crovir-protein-57","XP_011529330.1"
"crovir-transcript-58","crovir-protein-58","NP_003740.2"
"crovir-transcript-67","crovir-protein-67","NP_001836.3"
"crovir-transcript-65","crovir-protein-65","NP_001837.2"
"crovir-transcript-66","crovir-protein-66","NP_443168.2"
"crovir-transcript-72","crovir-protein-72","XP_011529405.1"
"crovir-transcript-68","crovir-protein-68","XP_011513863.1"
"crovir-transcript-71","crovir-protein-71","XP_005274379.1"
"crovir-transcript-69","crovir-protein-69","NP_001290472.1"
"crovir-transcript-73","crovir-protein-73","NP_741995.1"
"crovir-transcript-74","crovir-protein-74","XP_011543407.1"
"crovir-transcript-70","crovir-protein-70","NP_001269803.1"
"crovir-transcript-77","crovir-protein-77","NP_114129.1"
"crovir-transcript-80","crovir-protein-80","XP_016884697.1"
"crovir-transcript-83","crovir-protein-83","NP_057661.3"
"crovir-transcript-86","crovir-protein-86",NA
"crovir-transcript-82","crovir-protein-82","NP_006636.2"
"crovir-transcript-85","crovir-protein-85","NP_001073141.1"
"crovir-transcript-84","crovir-protein-84","NP_001269115.1"
"crovir-transcript-81","crovir-protein-81","NP_001093590.1"
"crovir-transcript-90","crovir-protein-90","NP_001264929.1"
"crovir-transcript-91","crovir-protein-91","NP_001311154.1"
"crovir-transcript-92","crovir-protein-92","NP_001311154.1"
"crovir-transcript-89","crovir-protein-89","NP_115942.1"
"crovir-transcript-93","crovir-protein-93","NP_004858.1"
"crovir-transcript-94","crovir-protein-94","NP_065145.2"
"crovir-transcript-87","crovir-protein-87","NP_060139.2"
"crovir-transcript-102","crovir-protein-102","NP_003369.2"
"crovir-transcript-101","crovir-protein-101","NP_004168.1"
"crovir-transcript-103","crovir-protein-103","NP_694984.4"
"crovir-transcript-100","crovir-protein-100","NP_112576.1"
"crovir-transcript-96","crovir-protein-96","NP_079435.1"
"crovir-transcript-108","crovir-protein-108","XP_016884912.1"
"crovir-transcript-107","crovir-protein-107","NP_001170950.1"
"crovir-transcript-109","crovir-protein-109","XP_005254346.1"
"crovir-transcript-112","crovir-protein-112","NP_055742.2"
"crovir-transcript-111","crovir-protein-111","XP_016884760.1"
"crovir-transcript-116","crovir-protein-116","XP_024308189.1"
"crovir-transcript-110","crovir-protein-110",NA
"crovir-transcript-113","crovir-protein-113","XP_011529321.1"
"crovir-transcript-117","crovir-protein-117","NP_001294869.1"
"crovir-transcript-115","crovir-protein-115","NP_001812.2"
"crovir-transcript-119","crovir-protein-119","NP_004335.1"
"crovir-transcript-120","crovir-protein-120","XP_016885053.1"
"crovir-transcript-122","crovir-protein-122","XP_016885310.1"
"crovir-transcript-123","crovir-protein-123","NP_001229797.1"
"crovir-transcript-126","crovir-protein-126","NP_001172112.1"
"crovir-transcript-121","crovir-protein-121","NP_057056.1"
"crovir-transcript-125","crovir-protein-125","NP_001188326.1"
"crovir-transcript-124","crovir-protein-124","NP_001291919.1"
"crovir-transcript-127","crovir-protein-127","NP_060666.1"
"crovir-transcript-130","crovir-protein-130","NP_001091048.1"
"crovir-transcript-128","crovir-protein-128","NP_001354.1"
"crovir-transcript-131","crovir-protein-131","NP_002427.1"
"crovir-transcript-136","crovir-protein-136","NP_000123.1"
"crovir-transcript-135","crovir-protein-135","NP_000123.1"
"crovir-transcript-137","crovir-protein-137","NP_076423.2"
"crovir-transcript-132","crovir-protein-132","NP_001018025.1"
"crovir-transcript-129","crovir-protein-129","XP_005274808.1"
"crovir-transcript-134","crovir-protein-134","NP_113630.1"
"crovir-transcript-139","crovir-protein-139","NP_001040625.1"
"crovir-transcript-141","crovir-protein-141","NP_001013649.2"
"crovir-transcript-138","crovir-protein-138","NP_001280.3"
"crovir-transcript-142","crovir-protein-142","NP_777572.2"
"crovir-transcript-140","crovir-protein-140","NP_036348.2"
"crovir-transcript-149","crovir-protein-149","NP_996994.1"
"crovir-transcript-152","crovir-protein-152","NP_065162.1"
"crovir-transcript-154","crovir-protein-154","NP_065162.1"
"crovir-transcript-151","crovir-protein-151","XP_016867697.1"
"crovir-transcript-145","crovir-protein-145","NP_002462.2"
"crovir-transcript-147","crovir-protein-147","NP_006400.2"
"crovir-transcript-153","crovir-protein-153","NP_055706.1"
"crovir-transcript-144","crovir-protein-144","XP_005250727.1"
"crovir-transcript-150","crovir-protein-150","NP_056360.2"
"crovir-transcript-146","crovir-protein-146","XP_011514057.1"
"crovir-transcript-148","crovir-protein-148","NP_659731.1"
"crovir-transcript-160","crovir-protein-160","NP_003390.4"
"crovir-transcript-157","crovir-protein-157","XP_006724826.1"
"crovir-transcript-169","crovir-protein-169","NP_001008223.1"
"crovir-transcript-168","crovir-protein-168","NP_006640.2"
"crovir-transcript-162","crovir-protein-162","NP_006640.2"
"crovir-transcript-159","crovir-protein-159","NP_001171701.1"
"crovir-transcript-167","crovir-protein-167","NP_001171701.1"
"crovir-transcript-170","crovir-protein-170","NP_004199.1"
"crovir-transcript-155","crovir-protein-155","NP_612404.1"
"crovir-transcript-156","crovir-protein-156","NP_004785.1"
"crovir-transcript-158","crovir-protein-158","NP_057108.2"
"crovir-transcript-161","crovir-protein-161","NP_001269126.1"
"crovir-transcript-164","crovir-protein-164","XP_011529546.1"
"crovir-transcript-165","crovir-protein-165","NP_006214.2"
"crovir-transcript-163","crovir-protein-163","NP_000160.1"
"crovir-transcript-166","crovir-protein-166","NP_001274273.1"
"crovir-transcript-180","crovir-protein-180","NP_001008860.1"
"crovir-transcript-175","crovir-protein-175","NP_005633.2"
"crovir-transcript-174","crovir-protein-174","NP_001269938.1"
"crovir-transcript-171","crovir-protein-171","NP_003968.3"
"crovir-transcript-184","crovir-protein-184","NP_006724.2"
"crovir-transcript-172","crovir-protein-172","NP_997724.2"
"crovir-transcript-176","crovir-protein-176","NP_008983.2"
"crovir-transcript-182","crovir-protein-182","NP_001293135.1"
"crovir-transcript-173","crovir-protein-173","NP_060426.2"
"crovir-transcript-179","crovir-protein-179","XP_016885455.1"
"crovir-transcript-178","crovir-protein-178","XP_016885455.1"
"crovir-transcript-181","crovir-protein-181","NP_055282.1"
"crovir-transcript-177","crovir-protein-177","NP_003261.1"
"crovir-transcript-187","crovir-protein-187",NA
"crovir-transcript-188","crovir-protein-188","NP_001171809.1"
"crovir-transcript-189","crovir-protein-189","NP_001171809.1"
"crovir-transcript-190","crovir-protein-190","NP_006720.1"
"crovir-transcript-196","crovir-protein-196","NP_476503.1"
"crovir-transcript-197","crovir-protein-197","NP_001036214.1"
"crovir-transcript-198","crovir-protein-198","NP_001158.2"
"crovir-transcript-194","crovir-protein-194","XP_016885151.1"
"crovir-transcript-199","crovir-protein-199","NP_054861.2"
"crovir-transcript-195","crovir-protein-195","NP_006014.2"
"crovir-transcript-200","crovir-protein-200","XP_016885151.1"
"crovir-transcript-201","crovir-protein-201","NP_000819.3"
"crovir-transcript-212","crovir-protein-212","NP_001131026.1"
"crovir-transcript-202","crovir-protein-202","XP_005262538.1"
"crovir-transcript-203","crovir-protein-203","NP_001116078.1"
"crovir-transcript-211","crovir-protein-211",NA
"crovir-transcript-209","crovir-protein-209","NP_001171671.1"
"crovir-transcript-207","crovir-protein-207","NP_001007532.1"
"crovir-transcript-210","crovir-protein-210","NP_848928.1"
"crovir-transcript-205","crovir-protein-205",NA
"crovir-transcript-204","crovir-protein-204","XP_016885226.1"
"crovir-transcript-215","crovir-protein-215",NA
"crovir-transcript-217","crovir-protein-217",NA
"crovir-transcript-219","crovir-protein-219","NP_443155.1"
"crovir-transcript-218","crovir-protein-218","NP_001288708.1"
"crovir-transcript-216","crovir-protein-216",NA
"crovir-transcript-214","crovir-protein-214","XP_011529619.1"
"crovir-transcript-213","crovir-protein-213","NP_001166958.1"
"crovir-transcript-227","crovir-protein-227","NP_003327.2"
"crovir-transcript-226","crovir-protein-226","NP_071384.1"
"crovir-transcript-229","crovir-protein-229","NP_078873.2"
"crovir-transcript-230","crovir-protein-230","NP_078873.2"
"crovir-transcript-221","crovir-protein-221","NP_001718.1"
"crovir-transcript-225","crovir-protein-225","NP_001156752.1"
"crovir-transcript-224","crovir-protein-224","NP_057351.1"
"crovir-transcript-222","crovir-protein-222","NP_000065.1"
"crovir-transcript-231","crovir-protein-231","XP_016885464.1"
"crovir-transcript-232","crovir-protein-232","XP_016885464.1"
"crovir-transcript-233","crovir-protein-233",NA
"crovir-transcript-228","crovir-protein-228","NP_002130.2"
"crovir-transcript-220","crovir-protein-220","NP_004791.1"
"crovir-transcript-237","crovir-protein-237","NP_000124.1"
"crovir-transcript-242","crovir-protein-242","XP_011535788.2"
"crovir-transcript-241","crovir-protein-241","XP_016884928.1"
"crovir-transcript-247","crovir-protein-247","XP_005247870.2"
"crovir-transcript-246","crovir-protein-246","NP_001275560.1"
"crovir-transcript-251","crovir-protein-251","NP_002016.2"
"crovir-transcript-255","crovir-protein-255","NP_000193.1"
"crovir-transcript-253","crovir-protein-253","NP_115897.1"
"crovir-transcript-252","crovir-protein-252","NP_714927.1"
"crovir-transcript-254","crovir-protein-254","NP_001165378.1"
"crovir-transcript-250","crovir-protein-250",NA
"crovir-transcript-249","crovir-protein-249","XP_011529394.1"
"crovir-transcript-257","crovir-protein-257","XP_011529473.1"
"crovir-transcript-258","crovir-protein-258","NP_001124178.1"
"crovir-transcript-263","crovir-protein-263","NP_002788.1"
"crovir-transcript-265","crovir-protein-265","NP_001229543.1"
"crovir-transcript-256","crovir-protein-256","NP_001288160.1"
"crovir-transcript-259","crovir-protein-259","XP_011529427.1"
"crovir-transcript-260","crovir-protein-260","NP_001254772.1"
"crovir-transcript-261","crovir-protein-261","NP_060222.2"
"crovir-transcript-264","crovir-protein-264","NP_919445.1"
"crovir-transcript-262","crovir-protein-262","NP_060485.4"
"crovir-transcript-271","crovir-protein-271","XP_005264105.1"
"crovir-transcript-272","crovir-protein-272","XP_005274822.1"
"crovir-transcript-273","crovir-protein-273","XP_005264105.1"
"crovir-transcript-266","crovir-protein-266","NP_620689.1"
"crovir-transcript-276","crovir-protein-276","NP_997201.1"
"crovir-transcript-267","crovir-protein-267","NP_001139197.1"
"crovir-transcript-269","crovir-protein-269","NP_001317554.1"
"crovir-transcript-268","crovir-protein-268","NP_001035190.1"
"crovir-transcript-275","crovir-protein-275","XP_011511782.1"
"crovir-transcript-278","crovir-protein-278","NP_002351.1"
"crovir-transcript-280","crovir-protein-280","XP_016884243.1"
"crovir-transcript-277","crovir-protein-277","NP_001122108.1"
"crovir-transcript-279","crovir-protein-279","XP_016868179.1"
"crovir-transcript-281","crovir-protein-281","XP_016868179.1"
"crovir-transcript-292","crovir-protein-292","XP_016868179.1"
"crovir-transcript-291","crovir-protein-291","XP_016868179.1"
"crovir-transcript-289","crovir-protein-289","XP_016868179.1"
"crovir-transcript-287","crovir-protein-287","NP_037525.1"
"crovir-transcript-285","crovir-protein-285","NP_945187.1"
"crovir-transcript-286","crovir-protein-286","NP_037453.1"
"crovir-transcript-282","crovir-protein-282","NP_001032360.1"
"crovir-transcript-283","crovir-protein-283","XP_016879639.1"
"crovir-transcript-290","crovir-protein-290","XP_011513837.1"
"crovir-transcript-288","crovir-protein-288","NP_001274428.1"
"crovir-transcript-284","crovir-protein-284","XP_011513479.1"
"crovir-transcript-293","crovir-protein-293","NP_597720.1"
"crovir-transcript-295","crovir-protein-295","NP_031379.2"
"crovir-transcript-296","crovir-protein-296","NP_001311210.1"
"crovir-transcript-298","crovir-protein-298","NP_689957.3"
"crovir-transcript-299","crovir-protein-299","NP_059488.2"
"crovir-transcript-300","crovir-protein-300","NP_059488.2"
"crovir-transcript-301","crovir-protein-301","NP_059488.2"
"crovir-transcript-302","crovir-protein-302","NP_059488.2"
"crovir-transcript-307","crovir-protein-307","NP_001032242.1"
"crovir-transcript-305","crovir-protein-305","NP_001032242.1"
"crovir-transcript-304","crovir-protein-304","NP_001271237.1"
"crovir-transcript-308","crovir-protein-308","NP_057033.2"
"crovir-transcript-311","crovir-protein-311","NP_001124437.1"
"crovir-transcript-312","crovir-protein-312","NP_001124437.1"
"crovir-transcript-310","crovir-protein-310","NP_060272.3"
"crovir-transcript-303","crovir-protein-303","NP_001158230.1"
"crovir-transcript-309","crovir-protein-309","NP_001247435.1"
"crovir-transcript-306","crovir-protein-306","XP_011513717.1"
"crovir-transcript-313","crovir-protein-313","NP_005241.1"
"crovir-transcript-319","crovir-protein-319","NP_001231509.1"
"crovir-transcript-314","crovir-protein-314","NP_001127922.1"
"crovir-transcript-318","crovir-protein-318","NP_002514.1"
"crovir-transcript-315","crovir-protein-315","NP_061330.2"
"crovir-transcript-321","crovir-protein-321","NP_002514.1"
"crovir-transcript-316","crovir-protein-316","NP_056210.1"
"crovir-transcript-320","crovir-protein-320","NP_803238.1"
"crovir-transcript-317","crovir-protein-317","NP_055731.2"
"crovir-transcript-326","crovir-protein-326","NP_006179.2"
"crovir-transcript-328","crovir-protein-328","NP_001091091.1"
"crovir-transcript-324","crovir-protein-324","NP_056437.4"
"crovir-transcript-332","crovir-protein-332","NP_001308943.1"
"crovir-transcript-327","crovir-protein-327","NP_006294.2"
"crovir-transcript-335","crovir-protein-335","NP_055228.2"
"crovir-transcript-325","crovir-protein-325","NP_001258629.1"
"crovir-transcript-334","crovir-protein-334","NP_055228.2"
"crovir-transcript-322","crovir-protein-322","XP_006715853.1"
"crovir-transcript-333","crovir-protein-333","NP_004218.1"
"crovir-transcript-330","crovir-protein-330","NP_001280014.1"
"crovir-transcript-323","crovir-protein-323","NP_064695.3"
"crovir-transcript-329","crovir-protein-329","NP_059110.2"
"crovir-transcript-344","crovir-protein-344","NP_061816.1"
"crovir-transcript-348","crovir-protein-348","NP_001121121.1"
"crovir-transcript-340","crovir-protein-340","NP_631918.3"
"crovir-transcript-342","crovir-protein-342","NP_653273.3"
"crovir-transcript-350","crovir-protein-350","NP_653273.3"
"crovir-transcript-341","crovir-protein-341","NP_057109.3"
"crovir-transcript-339","crovir-protein-339","NP_079065.2"
"crovir-transcript-336","crovir-protein-336","NP_001793.1"
"crovir-transcript-338","crovir-protein-338","NP_060589.1"
"crovir-transcript-349","crovir-protein-349","NP_037434.1"
"crovir-transcript-347","crovir-protein-347","NP_037434.1"
"crovir-transcript-345","crovir-protein-345","XP_016879466.1"
"crovir-transcript-343","crovir-protein-343","XP_011544044.1"
"crovir-transcript-357","crovir-protein-357","XP_011544087.1"
"crovir-transcript-364","crovir-protein-364","NP_003357.2"
"crovir-transcript-354","crovir-protein-354","NP_001879.1"
"crovir-transcript-363","crovir-protein-363","NP_665872.2"
"crovir-transcript-359","crovir-protein-359","XP_011544244.2"
"crovir-transcript-361","crovir-protein-361","NP_005288.3"
"crovir-transcript-362","crovir-protein-362","NP_001288704.1"
"crovir-transcript-356","crovir-protein-356","XP_016878921.1"
"crovir-transcript-352","crovir-protein-352","NP_775746.1"
"crovir-transcript-367","crovir-protein-367",NA
"crovir-transcript-366","crovir-protein-366","NP_001185982.1"
"crovir-transcript-353","crovir-protein-353","NP_001136197.1"
"crovir-transcript-382","crovir-protein-382","XP_024306135.1"
"crovir-transcript-351","crovir-protein-351","NP_001291479.1"
"crovir-transcript-381","crovir-protein-381","NP_001073923.1"
"crovir-transcript-371","crovir-protein-371","NP_001291700.1"
"crovir-transcript-378","crovir-protein-378","NP_694940.1"
"crovir-transcript-370","crovir-protein-370","NP_001335456.1"
"crovir-transcript-375","crovir-protein-375","NP_064710.4"
"crovir-transcript-376","crovir-protein-376","NP_001185951.2"
"crovir-transcript-368","crovir-protein-368","NP_057725.1"
"crovir-transcript-377","crovir-protein-377","NP_001098718.1"
"crovir-transcript-374","crovir-protein-374","NP_001287661.1"
"crovir-transcript-373","crovir-protein-373","NP_001287661.1"
"crovir-transcript-380","crovir-protein-380",NA
"crovir-transcript-369","crovir-protein-369","NP_057222.2"
"crovir-transcript-383","crovir-protein-383","XP_011544168.1"
"crovir-transcript-385","crovir-protein-385","XP_005255239.1"
"crovir-transcript-386","crovir-protein-386","NP_071449.1"
"crovir-transcript-394","crovir-protein-394","NP_055102.3"
"crovir-transcript-390","crovir-protein-390","XP_005255761.1"
"crovir-transcript-395","crovir-protein-395","NP_001024.1"
"crovir-transcript-393","crovir-protein-393","NP_001257620.1"
"crovir-transcript-389","crovir-protein-389","XP_016885689.1"
"crovir-transcript-405","crovir-protein-405","NP_775745.1"
"crovir-transcript-403","crovir-protein-403","NP_057480.2"
"crovir-transcript-401","crovir-protein-401","NP_060897.3"
"crovir-transcript-402","crovir-protein-402","NP_002085.2"
"crovir-transcript-397","crovir-protein-397","XP_011521040.1"
"crovir-transcript-398","crovir-protein-398","XP_011521040.1"
"crovir-transcript-399","crovir-protein-399","NP_060810.2"
"crovir-transcript-400","crovir-protein-400","NP_062555.1"
"crovir-transcript-408","crovir-protein-408","NP_001244299.1"
"crovir-transcript-410","crovir-protein-410","XP_005255730.1"
"crovir-transcript-407","crovir-protein-407","NP_036357.1"
"crovir-transcript-409","crovir-protein-409","NP_001139478.1"
"crovir-transcript-412","crovir-protein-412",NA
"crovir-transcript-411","crovir-protein-411","NP_001295071.1"
"crovir-transcript-420","crovir-protein-420","XP_011520726.1"
"crovir-transcript-419","crovir-protein-419","XP_011520726.1"
"crovir-transcript-413","crovir-protein-413","NP_937818.1"
"crovir-transcript-418","crovir-protein-418","XP_024305969.1"
"crovir-transcript-414","crovir-protein-414","NP_073573.2"
"crovir-transcript-421","crovir-protein-421","NP_653171.1"
"crovir-transcript-417","crovir-protein-417","NP_065876.3"
"crovir-transcript-416","crovir-protein-416","NP_001243470.1"
"crovir-transcript-415","crovir-protein-415","NP_055529.2"
"crovir-transcript-432","crovir-protein-432","XP_011521075.1"
"crovir-transcript-433","crovir-protein-433","XP_011521075.1"
"crovir-transcript-430","crovir-protein-430","XP_011521075.1"
"crovir-transcript-423","crovir-protein-423","NP_001273554.1"
"crovir-transcript-424","crovir-protein-424",NA
"crovir-transcript-429","crovir-protein-429",NA
"crovir-transcript-425","crovir-protein-425",NA
"crovir-transcript-427","crovir-protein-427","NP_001139287.1"
"crovir-transcript-428","crovir-protein-428","NP_001185498.1"
"crovir-transcript-431","crovir-protein-431","NP_001186036.1"
"crovir-transcript-426","crovir-protein-426","NP_004813.2"
"crovir-transcript-422","crovir-protein-422","NP_005441.1"
"crovir-transcript-437","crovir-protein-437",NA
"crovir-transcript-436","crovir-protein-436","NP_057524.3"
"crovir-transcript-438","crovir-protein-438","NP_057524.3"
"crovir-transcript-450","crovir-protein-450","NP_037536.2"
"crovir-transcript-449","crovir-protein-449","NP_001311015.1"
"crovir-transcript-444","crovir-protein-444","XP_005255528.1"
"crovir-transcript-448","crovir-protein-448","XP_011520873.1"
"crovir-transcript-443","crovir-protein-443","NP_004539.1"
"crovir-transcript-457","crovir-protein-457","NP_002943.2"
"crovir-transcript-452","crovir-protein-452","NP_006444.2"
"crovir-transcript-455","crovir-protein-455","NP_751908.1"
"crovir-transcript-451","crovir-protein-451","NP_005253.3"
"crovir-transcript-453","crovir-protein-453","NP_004200.2"
"crovir-transcript-458","crovir-protein-458","NP_004200.2"
"crovir-transcript-456","crovir-protein-456","NP_835461.2"
"crovir-transcript-461","crovir-protein-461","XP_016879383.1"
"crovir-transcript-463","crovir-protein-463","XP_016878742.1"
"crovir-transcript-462","crovir-protein-462","XP_011520940.2"
"crovir-transcript-466","crovir-protein-466","XP_016879271.1"
"crovir-transcript-459","crovir-protein-459","NP_001001410.1"
"crovir-transcript-465","crovir-protein-465","XP_005255597.1"
"crovir-transcript-468","crovir-protein-468","NP_061865.1"
"crovir-transcript-464","crovir-protein-464","XP_016878760.1"
"crovir-transcript-467","crovir-protein-467","XP_016878760.1"
"crovir-transcript-460","crovir-protein-460","XP_011529453.1"
"crovir-transcript-470","crovir-protein-470","NP_851565.4"
"crovir-transcript-472","crovir-protein-472",NA
"crovir-transcript-474","crovir-protein-474",NA
"crovir-transcript-469","crovir-protein-469","NP_659547.2"
"crovir-transcript-471","crovir-protein-471","NP_001138820.1"
"crovir-transcript-473","crovir-protein-473","NP_006031.2"
"crovir-transcript-477","crovir-protein-477","NP_065769.3"
"crovir-transcript-479","crovir-protein-479","XP_016879014.1"
"crovir-transcript-487","crovir-protein-487","NP_705831.1"
"crovir-transcript-485","crovir-protein-485","NP_001295140.1"
"crovir-transcript-478","crovir-protein-478","NP_061989.2"
"crovir-transcript-486","crovir-protein-486","NP_005021.2"
"crovir-transcript-481","crovir-protein-481","XP_006724511.2"
"crovir-transcript-488","crovir-protein-488","XP_011544175.1"
"crovir-transcript-483","crovir-protein-483","XP_011544166.1"
"crovir-transcript-480","crovir-protein-480","XP_011544124.1"
"crovir-transcript-491","crovir-protein-491","NP_002729.2"
"crovir-transcript-495","crovir-protein-495","NP_008841.2"
"crovir-transcript-493","crovir-protein-493","NP_065815.1"
"crovir-transcript-496","crovir-protein-496","NP_115647.2"
"crovir-transcript-497","crovir-protein-497","NP_115647.2"
"crovir-transcript-494","crovir-protein-494","NP_055168.2"
"crovir-transcript-498","crovir-protein-498","XP_024306066.1"
"crovir-transcript-502","crovir-protein-502","XP_024306066.1"
"crovir-transcript-501","crovir-protein-501","XP_024306066.1"
"crovir-transcript-499","crovir-protein-499","XP_024306066.1"
"crovir-transcript-500","crovir-protein-500","NP_001295.2"
"crovir-transcript-505","crovir-protein-505","NP_056009.1"
"crovir-transcript-513","crovir-protein-513","NP_056009.1"
"crovir-transcript-510","crovir-protein-510","NP_775891.2"
"crovir-transcript-511","crovir-protein-511",NA
"crovir-transcript-507","crovir-protein-507","NP_001035830.1"
"crovir-transcript-504","crovir-protein-504","XP_005255212.1"
"crovir-transcript-508","crovir-protein-508","NP_001127859.1"
"crovir-transcript-503","crovir-protein-503","NP_001138590.1"
"crovir-transcript-512","crovir-protein-512",NA
"crovir-transcript-506","crovir-protein-506","NP_000294.1"
"crovir-transcript-509","crovir-protein-509","XP_005255285.3"
"crovir-transcript-521","crovir-protein-521","XP_016879141.1"
"crovir-transcript-518","crovir-protein-518","NP_001035214.1"
"crovir-transcript-523","crovir-protein-523","NP_001035214.1"
"crovir-transcript-515","crovir-protein-515","NP_057267.2"
"crovir-transcript-522","crovir-protein-522","NP_001080.2"
"crovir-transcript-517","crovir-protein-517","NP_001080.2"
"crovir-transcript-520","crovir-protein-520","NP_001166134.1"
"crovir-transcript-526","crovir-protein-526","NP_683721.1"
"crovir-transcript-524","crovir-protein-524","NP_660313.1"
"crovir-transcript-525","crovir-protein-525","XP_005255770.1"
"crovir-transcript-532","crovir-protein-532","NP_065715.1"
"crovir-transcript-530","crovir-protein-530","NP_055986.1"
"crovir-transcript-529","crovir-protein-529","XP_011520674.1"
"crovir-transcript-535","crovir-protein-535","NP_000151.1"
"crovir-transcript-533","crovir-protein-533","XP_016866239.1"
"crovir-transcript-539","crovir-protein-539","NP_001317383.1"
"crovir-transcript-544","crovir-protein-544","XP_016878516.1"
"crovir-transcript-543","crovir-protein-543","NP_958815.1"
"crovir-transcript-540","crovir-protein-540","XP_011520658.1"
"crovir-transcript-541","crovir-protein-541","NP_076422.1"
"crovir-transcript-542","crovir-protein-542","NP_076947.1"
"crovir-transcript-537","crovir-protein-537","NP_699181.2"
"crovir-transcript-536","crovir-protein-536","NP_001316524.1"
"crovir-transcript-548","crovir-protein-548","XP_024306253.1"
"crovir-transcript-551","crovir-protein-551","NP_001106963.1"
"crovir-transcript-550","crovir-protein-550",NA
"crovir-transcript-546","crovir-protein-546","XP_011508972.1"
"crovir-transcript-552","crovir-protein-552","NP_073610.2"
"crovir-transcript-553","crovir-protein-553","NP_073610.2"
"crovir-transcript-555","crovir-protein-555","NP_006033.1"
"crovir-transcript-554","crovir-protein-554","NP_001157032.1"
"crovir-transcript-558","crovir-protein-558","NP_001018114.1"
"crovir-transcript-557","crovir-protein-557","NP_005317.2"
"crovir-transcript-559","crovir-protein-559","NP_071938.1"
"crovir-transcript-561","crovir-protein-561","NP_000654.2"
"crovir-transcript-560","crovir-protein-560","XP_016879148.1"
"crovir-transcript-563","crovir-protein-563","NP_001143.2"
"crovir-transcript-564","crovir-protein-564","NP_002429.1"
"crovir-transcript-566","crovir-protein-566","XP_011523673.1"
"crovir-transcript-580","crovir-protein-580","NP_061982.3"
"crovir-transcript-575","crovir-protein-575","NP_689672.4"
"crovir-transcript-574","crovir-protein-574","NP_057340.2"
"crovir-transcript-579","crovir-protein-579","NP_055507.1"
